1	0.16474182903766632
2	0.18093093981345496
3	0.07113308583696683
4	0.15061666816473007
5	0.09562775741020839
6	0.07149561742941539
7	0.06360896428426106
8	0.04896805187066396
9	0.11552041148145993
10	0.053159246842066445
11	0.045322864005963005
12	0.05500291163722674
13	0.06608603646357854
14	0.05711426337560018
15	0.05235810950398445
16	0.09480706602334976
17	0.05426474288105965
18	0.046825011571248375
19	0.07123565177122752
20	0.05611062298218409
21	0.05052914718786875
22	0.057279352098703384
23	0.04275571182370186
24	0.038385054717461266
25	0.0392750638226668
26	0.040892332792282104
27	0.046824111292759575
28	0.03926796093583107
29	0.05192391946911812
30	0.05353697637716929
31	0.043280978997548424
32	0.034173193077246346
33	0.04575882355372111
34	0.043706347544988
35	0.04723340521256129
36	0.04684009402990341
37	0.04206389561295509
38	0.043990458051363625
39	0.05693781500061353
40	0.03287323688467344
41	0.049919346968332924
42	0.033288195729255676
43	0.034582726657390594
44	0.03873047853509585
45	0.0565685381491979
46	0.07092877849936485
47	0.036397269616524376
48	0.04302596549193064
49	0.04977034404873848
50	0.03510784606138865
